Date,Open,High,Low,Close,Adj Close,Volume,sma_5,sma_9,sma_20,sma_50,sma_200,ema_9,ema_21,ema_50,macd_12_26_9,macd_signal_12_26_9,macd_hist_12_26_9,rsi_14,mfi_14,atr_14,hv_20,obv,vol_sma_20,pivot_high_3,pivot_low_3,bb_mid_20_2,bb_upper_20_2,bb_lower_20_2
1999-03-10,51.125,51.15625,50.28125,51.0625,43.184227,5232000,,,,,,51.0625,51.0625,51.0625,0.0,0.0,0.0,,,,,5232000.0,,,,,,
1999-03-11,51.4375,51.734375,50.3125,51.3125,43.395657,9688600,,,,,,51.112500000000004,51.08522727272727,51.072303921568626,0.019943019943021056,0.003988603988604212,0.015954415954416844,,,,,14920600.0,,,,,,
1999-03-12,51.125,51.15625,49.65625,50.0625,42.338512,8743600,,,,,,50.9025,50.992252066115704,51.03270376778162,-0.06437447747988756,-0.009684012305094143,-0.054690465174793416,,,,,6177000.0,,,,,,
1999-03-15,50.4375,51.5625,49.90625,51.5,43.554222,6369000,,,,,,51.022000000000006,51.03841096919609,51.051029110221556,-0.01502921788268452,-0.010753053420612219,-0.004276164462072301,,,,,12546000.0,,,,,,
1999-03-16,51.71875,52.15625,51.15625,51.9375,43.924202,4905800,51.175,,,,,51.20510000000001,51.12014633563281,51.085792674526594,0.05870315607960208,0.003138188479430641,0.05556496760017144,,,,,17451800.0,,,,,,
1999-03-17,51.9375,52.0,51.40625,51.5625,43.607071,3965000,51.275,,,,,51.27658000000001,51.16036030512073,51.10448707944712,0.08588717378704303,0.01968798554095312,0.0661991882460899,,,,,13486800.0,,,,,,
1999-03-18,51.5,52.59375,51.484375,52.5625,44.452805,4848400,51.525,,,,,51.53376400000001,51.28782755010975,51.1616640567237,0.18597850191923015,0.052946088816608526,0.13303241310262162,,,,,18335200.0,,,,,,
1999-03-19,53.25,53.25,51.1875,51.21875,43.31636,7160400,51.75625,,,,,51.47076120000001,51.28154777282705,51.16390272116591,0.15508448832570565,0.07337376871842795,0.0817107196072777,,,,,11174800.0,,53.25,,,,
1999-03-22,51.4375,51.5625,50.5,50.59375,42.787792,5024800,51.575,51.3125,,,,51.295358960000016,51.21902070257004,51.14154379092411,0.07925488236695344,0.07454999144813305,0.004704890918820384,,,,,6150000.0,,,,,,
1999-03-23,50.3125,50.5,48.71875,48.8125,41.281361,10962400,50.95,51.0625,,,,50.79878716800002,51.000246093245494,51.05020874029964,-0.1231529842089003,0.035009396316726386,-0.1581623805256267,,,,,-4812400.0,,,,,,
1999-03-24,49.25,50.5,48.5,50.46875,42.682076,8447000,50.73125,50.96875,,,,50.73277973440002,50.95192826658681,51.027406436758476,-0.14820868612207505,-0.0016342201710339015,-0.14657446595104115,,,,,3634600.0,,,48.5,,,
1999-03-25,51.25,52.3125,50.914063,52.3125,44.24136,8133800,50.68125,51.21875,,,,51.04872378752002,51.07561660598801,51.077802262767946,-0.01907046185322514,-0.00512146850747215,-0.01394899334575299,,,,,11768400.0,,,,,,
1999-03-26,51.875,52.46875,51.53125,51.75,43.765659,8256200,50.7875,51.24652777777778,,,,51.18897903001602,51.136924187261826,51.104162958345675,0.037451741911290526,0.003393173576280385,0.03405856833501014,,,,,3512200.0,,,,,,
1999-03-29,52.375,53.65625,52.0625,53.625,45.351364,5113800,51.39375,51.43402777777778,,,,51.676183224012824,51.36311289751075,51.203019312920354,0.2308813688845035,0.04889081263792501,0.1819905562465785,62.13055781116941,61.2886050841219,1.2643227218220718,,8626000.0,,,,,,
