Date,Open,High,Low,Close,Adj Close,Volume,sma_5,sma_9,sma_20,sma_50,sma_200,ema_9,ema_21,ema_50,macd_12_26_9,macd_signal_12_26_9,macd_hist_12_26_9,rsi_14,mfi_14,atr_14,hv_20,obv,vol_sma_20,pivot_high_3,pivot_low_3,bb_mid_20_2,bb_upper_20_2,bb_lower_20_2
1993-03-18,45.21875,45.5,45.21875,45.3125,25.073902,59300,45.2125,45.40625,44.8296875,,,45.214643792236664,44.947150460285194,44.573932507808856,0.29285406383920076,0.2862875357037561,0.006566528135444671,57.81346213359087,60.6369220047104,0.3924721758908746,0.12101248305709886,1812500.0,163470.0,45.5,,44.8296875,46.19214147676978,43.46723352323022
1993-03-19,45.28125,45.28125,45.03125,45.03125,25.035957,66900,45.2,45.326388888888886,44.903125,,,45.177965033789334,44.95479587298654,44.59186652711047,0.26177604610220584,0.28138523778344604,-0.0196091916812402,52.897133195771495,57.34979467924233,0.3845277347558121,0.12442968123569802,1745600.0,165070.0,,,44.903125,46.129530611404405,43.6767193885956
1993-03-22,44.59375,44.875,44.5625,44.78125,24.89698,183400,45.09375,45.236111111111114,44.95625,,,45.09862202703147,44.9390189754423,44.59929332996888,0.21450094905924288,0.26800838003860544,-0.05350743097936256,48.91525104261737,48.361283691208016,0.39054361084468264,0.12676993610264267,1562200.0,148560.0,,44.5625,44.95625,46.051695115010325,43.86080488498967
1993-03-23,44.90625,44.9375,44.8125,44.875,24.949087,55200,45.00625,45.145833333333336,45.015625,,,45.053897621625175,44.93319906858391,44.61010535624461,0.18249623258331127,0.2509059505475466,-0.06840971796423534,50.42240518575938,41.88379284103162,0.3738083529272053,0.1265987474226197,1617400.0,132635.0,,,45.015625,45.93630749141601,44.09494250858399
1993-03-24,44.8125,45.0625,44.59375,44.875,24.949087,37200,44.975,45.06944444444444,45.046875,,,45.01811809730014,44.92790824416719,44.62049338148992,0.15534158312115665,0.23179307706226862,-0.07645149394111198,50.42240518575937,43.14095204001337,0.38058989914669067,0.11917628727275645,1617400.0,133180.0,,,45.046875,45.89793374464815,44.19581625535185
1993-03-25,44.90625,45.25,44.84375,45.15625,25.105461,110100,44.94375,45.076388888888886,45.0875,,,45.04574447784011,44.94866658560654,44.641503444960904,0.15473219584315956,0.21638090081844683,-0.061648704975287266,55.03775879837401,47.542473839119616,0.38242276349335563,0.12071926974244002,1727500.0,136460.0,,,45.0875,45.87222254567088,44.30277745432912
1993-03-26,45.125,45.15625,44.875,44.90625,24.966461,101500,44.91875,45.03125,45.1125,,,45.01784558227209,44.94481053236958,44.651885662805576,0.13254840585791783,0.19961440182634105,-0.06706599596842322,50.53437856371339,43.51516142916204,0.3751961375295445,0.12284587835419564,1626000.0,138225.0,,,45.1125,45.83525059394829,44.389749406051706
1993-03-29,44.9375,45.3125,44.9375,45.09375,25.070698,87100,44.98125,45.00694444444444,45.153125,,,45.03302646581767,44.958350483972346,44.66921367602889,0.12861468543234622,0.1854144585475421,-0.05679977311519588,53.60081638479483,40.84543710851315,0.37741427056314847,0.12280017669265143,1713100.0,139255.0,,,45.153125,45.76142153217211,44.5448284678279
1993-03-30,45.15625,45.21875,45.09375,45.21875,25.140196,56000,45.05,45.02777777777778,45.1671875,,,45.07017117265414,44.98202316724759,44.69076412010619,0.13403852629058122,0.17513927209614993,-0.04110074580556872,55.5778920071467,42.654902782347875,0.35938467980863786,0.11182350045053585,1769100.0,132935.0,,,45.1671875,45.76744614765026,44.56692885234973
1993-03-31,45.34375,45.46875,45.1875,45.1875,25.12281,111600,45.1125,45.013888888888886,45.1703125,,,45.09363693812332,45.00070287931599,44.7102439585334,0.13426759219044015,0.16696493611500798,-0.03269734392456783,54.94753605699383,43.88819205655671,0.35380363125087805,0.11092986256905504,1657500.0,124510.0,45.46875,,45.1703125,45.77029708039395,44.57032791960605
1993-04-01,45.25,45.25,44.9375,45.03125,25.035957,129500,45.0875,45.013888888888886,45.178125,,,45.081159550498654,45.00347989028726,44.72283243074777,0.12045255730070181,0.15766246035214676,-0.03720990305144495,51.78495217461968,60.44414797405672,0.35085337187581533,0.10976549927799631,1528000.0,126510.0,,,45.178125,45.765862913753345,44.59038708624666
1993-04-02,44.65625,44.65625,44.09375,44.09375,24.51474,59400,44.925,44.9375,45.1453125,,,44.88367764039892,44.920777172988416,44.69816253150276,0.0334698085147096,0.13282392998465933,-0.09935412146994974,37.74680097736107,46.128157395407655,0.39275670245611427,0.1329629354146979,1468600.0,127480.0,,,45.1453125,45.88684224662623,44.403782753373775
1993-04-05,44.4375,44.4375,44.1875,44.3125,24.636358,172200,44.76875,44.875,45.0734375,,,44.76944211231914,44.86547924817128,44.683038510659514,-0.01761034860838606,0.10273707426605026,-0.12034742287443632,41.71697795977843,52.10573895382885,0.389256223709249,0.10485580359194231,1640800.0,133550.0,,,45.0734375,45.846193961857225,44.30068103814277
1993-04-06,44.40625,44.40625,44.0625,44.1875,24.566854,129700,44.5625,44.798611111111114,45.003125,,,44.65305368985531,44.8038447710648,44.66360562788856,-0.06740123696854994,0.06870941201913022,-0.13611064898768016,40.14158344789016,48.04181310257873,0.38600577915858836,0.10473946105591884,1511100.0,131570.0,,44.0625,45.003125,45.830518855491604,44.17573114450839
1993-04-07,44.25,44.34375,44.15625,44.34375,24.65374,28000,44.39375,44.708333333333336,44.9359375,,,44.59119295188425,44.76201797369527,44.65106226993215,-0.09317869950749724,0.036331789713804734,-0.12951048922130198,43.03733618289311,46.77611810344713,0.37182679493297494,0.10554394294848374,1539100.0,123250.0,,,44.9359375,45.74741838920975,44.124456610790254
1993-04-08,44.53125,44.53125,44.09375,44.28125,24.618979,180800,44.24375,44.638888888888886,44.871875,,,44.529204361507404,44.71831179426843,44.636559827974025,-0.11729860663051994,0.005605710444939798,-0.12290431707545973,42.158781147492455,55.57783590637942,0.37651773815204814,0.10544104875526576,1358300.0,128745.0,,,44.871875,45.67736091905104,44.066389080948966
1993-04-12,44.71875,44.9375,44.65625,44.90625,24.966461,348500,44.40625,44.61805555555556,44.8625,44.6875,,44.604613489205924,44.73539708569857,44.647135913151516,-0.08500168364564331,-0.012515768373176823,-0.07248591527246649,52.58297689365487,71.57493549229835,0.3964986139983304,0.11328208029731,1706800.0,113990.0,,,44.8625,45.66145079224009,44.063549207759905
1993-04-13,44.875,45.15625,44.84375,45.0,25.018581,146100,44.54375,44.59375,44.846875,44.70875,,44.68369079136474,44.75945189608961,44.66097372047891,-0.05125051397207159,-0.020262717492955776,-0.03098779647911581,53.92435882451613,73.10758839026869,0.3904987129984497,0.11206990665749009,1852900.0,105755.0,45.15625,,44.846875,45.620595293197276,44.07315470680272
1993-04-14,45.03125,45.0625,44.90625,44.9375,24.983835,119600,44.69375,44.56597222222222,44.828125,44.7225,,44.73445263309179,44.77563808735419,44.671817888303266,-0.029208993413320172,-0.02205197267702866,-0.007157020736291514,52.8509518699707,69.70446813830505,0.373766662069989,0.11212156924171332,1733300.0,110195.0,,,44.828125,45.5719316652452,44.0843183347548
1993-04-15,44.90625,45.03125,44.75,44.9375,24.983835,148600,44.8125,44.55555555555556,44.8234375,44.734375,,44.775062106473435,44.790352806685625,44.68223679464432,-0.011607129802754912,-0.01996300410217391,0.008355874299419,52.850951869970686,62.14383378647095,0.3671583290649898,0.11000001832890971,1733300.0,116535.0,,,44.8234375,45.56302392203458,44.08385107796541
1993-04-16,44.96875,45.03125,44.875,44.9375,24.983835,47900,44.94375,44.64930555555556,44.8046875,44.736875,,44.80754968517875,44.803729824259655,44.692247116422976,0.0023157790636787468,-0.01550724746900338,0.017823026532682126,52.850951869970686,66.76688184408796,0.3520934484174905,0.10743800823074064,1733300.0,115965.0,,,44.8046875,45.510302608200696,44.099072391799304
1993-04-19,44.9375,45.0625,44.71875,44.75,24.879583,157000,44.9125,44.697916666666664,44.790625,44.731875,,44.796039748143,44.7988452947815,44.694511935386785,-0.0017596146058025397,-0.012757720896363213,0.010998106290560673,49.1826375995438,59.45156280349924,0.3514974878162412,0.10620924505961597,1576300.0,120470.0,,,44.790625,45.488395179704064,44.09285482029593
1993-04-20,44.6875,44.75,44.25,44.53125,24.757971,279500,44.81875,44.736111111111114,44.778125,44.723125,,44.7430817985144,44.77451844980136,44.68810950654809,-0.02238267671601335,-0.014682712060293241,-0.0076999646557201085,45.23765343810601,50.29924379618509,0.3621048101150811,0.10579726993627928,1296800.0,125275.0,,,44.778125,45.48549340881503,44.070756591184974
1993-04-21,44.625,44.625,44.375,44.5,24.740593,67900,44.73125,44.75347222222222,44.759375,44.71375,,44.69446543881153,44.74956222709215,44.680732663154046,-0.040778150714430694,-0.019901799791120733,-0.02087635092330996,44.68621923066545,45.81935857842827,0.3540973236782896,0.10543090209931709,1228900.0,125910.0,,,44.759375,45.475754098772384,44.04299590122761
1993-04-22,44.3125,44.6875,43.9375,43.9375,24.427866,97700,44.53125,44.71527777777778,44.7125,44.699375,,44.543072351049226,44.675738388265586,44.65158628420683,-0.09959764571929242,-0.035840968976755073,-0.06375667674253735,36.145331153704596,46.6064985855836,0.3823760862726975,0.11407487454236619,1131200.0,128935.0,,,44.7125,45.514584045340335,43.91041595465966
1993-04-23,43.84375,43.96875,43.6875,43.75,24.323606,106000,44.29375,44.58680555555556,44.6421875,44.68,,44.384457880839385,44.59158035296871,44.616229959335975,-0.15950354470351158,-0.06057348412210638,-0.0989300605814052,33.82459657602614,45.569761477728534,0.37515279439607624,0.11121938436028353,1025200.0,128730.0,,,44.6421875,45.523152832895235,43.76122216710476
1993-04-26,43.78125,43.9375,43.28125,43.40625,24.1325,62600,44.025,44.40972222222222,44.5671875,44.649375,,44.18881630467151,44.483823048153376,44.56877976485221,-0.23204231405349418,-0.09486725010838394,-0.13717506394511025,30.019211086005285,39.26493451977302,0.39523116622492793,0.11262583128479912,962600.0,126785.0,,43.28125,44.5671875,45.5964219737589,43.537953026241105
1993-04-27,43.34375,43.875,43.34375,43.875,24.393118,156800,43.89375,44.291666666666664,44.50625,44.635,,44.126053043737215,44.42847549832125,44.54157271525016,-0.24883716395386557,-0.12566123287748027,-0.1231759310763853,39.94173337777383,46.6627109114321,0.4049467972088617,0.11938226032411645,1119400.0,130270.0,,,44.50625,45.5484516170235,43.4640483829765
1993-04-28,43.8125,43.90625,43.71875,43.78125,24.340988,85900,43.75,44.16319444444444,44.434375,44.64125,,44.05709243498978,44.36963681665568,44.51175613818153,-0.2666384034603837,-0.15385666699406098,-0.11278173646632272,38.75809152759463,48.17090687960143,0.38941488312251443,0.1183929115358594,1033500.0,131765.0,,,44.434375,45.46792009361054,43.40082990638947
1993-04-29,43.875,43.96875,43.625,43.96875,24.445238,85000,43.75625,44.05555555555556,44.3734375,44.651875,,44.03942394799182,44.33319256059607,44.49046177982147,-0.2625893642878765,-0.1756032064528241,-0.0869861578350524,42.43248424294929,45.55777589818249,0.38615310575662054,0.12020463367977308,1118500.0,130435.0,,,44.3734375,45.36278765720054,43.38408734279946
1993-04-30,44.125,44.28125,44.03125,44.03125,24.47998,88500,43.8125,43.97569444444444,44.3234375,44.664375,,44.03778915839346,44.30574323690551,44.472453474730436,-0.25143881377622535,-0.19077032791750437,-0.06066848585872098,43.64621778285011,36.84247705769368,0.38089216963114764,0.12032490623405998,1207000.0,128385.0,,,44.3234375,45.273090094027,43.373784905973
1993-05-03,44.09375,44.3125,43.90625,44.3125,24.636358,80500,43.99375,43.951388888888886,44.334375,44.679375,,44.09273132671477,44.30635748809592,44.46618078944689,-0.2174013304548268,-0.19609652842496886,-0.021304802029857933,48.87036879158837,34.126841207978,0.3827034432289228,0.09727996272746237,1287500.0,129440.0,,,44.334375,45.27790821839278,43.39084178160722
1993-05-04,44.40625,44.625,44.34375,44.46875,24.723221,149100,44.1125,43.947916666666664,44.3421875,44.694375,,44.16793506137182,44.321120443723565,44.466281542801916,-0.17579189103829407,-0.19203560094763392,0.01624370990933985,51.557162981269435,42.81002312798736,0.377688911569714,0.09649313069542964,1436600.0,128285.0,,,44.3421875,45.28754383597802,43.39683116402198
1993-05-05,44.46875,44.75,44.46875,44.59375,24.792707,109000,44.275,44.020833333333336,44.3625,44.7125,,44.25309804909746,44.3459049488396,44.471280305829296,-0.13121706652632525,-0.1798718940633722,0.048654827537046946,53.655312199222394,50.90511888793655,0.370800417886163,0.09624066262955434,1545600.0,127250.0,44.75,,44.3625,45.3113133170052,43.41368668299479
1993-05-06,44.53125,44.5625,44.40625,44.4375,24.70586,54700,44.36875,44.09722222222222,44.3671875,44.71625,,44.289978439277974,44.35423177167237,44.46995558795364,-0.1072628072474231,-0.1653500767001824,0.0580872694527593,50.699317753416395,47.62229941516303,0.35770753089429425,0.09650388116057225,1490900.0,128585.0,,,44.3671875,45.316536956969074,43.417838043030926
1993-05-07,44.46875,44.46875,44.28125,44.34375,24.65374,68000,44.43125,44.201388888888886,44.3703125,44.71625,,44.30073275142238,44.35327888333851,44.46500634921036,-0.09475148949617562,-0.15123035925938105,0.05647886976320543,48.95655732009027,50.530279443517415,0.3455498501161304,0.09668200454411752,1422900.0,122945.0,,44.28125,44.3703125,45.31888201684606,43.42174298315393
1993-05-10,44.40625,44.6875,44.40625,44.4375,24.70586,113900,44.45625,44.263888888888886,44.346875,44.716875,,44.32808620113791,44.360935348489555,44.46392766884917,-0.07639075348598112,-0.13626243810470107,0.059871684618719945,50.77866342047085,65.55746715423557,0.34542128939354966,0.0820333718075972,1536800.0,111215.0,,,44.346875,45.26227234685637,43.431477653143624
1993-05-11,44.4375,44.625,44.3125,44.625,24.810099,42600,44.4875,44.357638888888886,44.328125,44.72375,,44.387468960910326,44.384941225899595,44.47024423085509,-0.04617774660066232,-0.11824549980389332,0.072067753203231,54.29290792965002,70.14666153360645,0.3430697687225818,0.08326767284110173,1579400.0,106040.0,,,44.328125,45.20159640916671,43.45465359083329
1993-05-12,44.4375,44.59375,44.4375,44.5625,24.775345,31000,44.48125,44.423611111111114,44.309375,44.71625,,44.42247516872826,44.401082932635994,44.47386210415489,-0.026966100219276257,-0.09998961988696992,0.07302351966769366,52.936174414040664,76.46391239247419,0.33195764238525455,0.08326949163756138,1548400.0,101610.0,,,44.309375,45.142957747763255,43.47579225223675
1993-05-13,44.375,44.375,44.0,44.03125,24.47998,129100,44.4,44.423611111111114,44.2640625,44.694375,,44.34423013498261,44.367461756941815,44.456504766737055,-0.05398585191227312,-0.09078886629203056,0.03680301437975744,43.081433605679855,75.01101226611459,0.34842495364345066,0.0928052933237894,1419300.0,100635.0,,,44.2640625,45.05110680215379,43.47701819784621
1993-05-14,44.03125,44.15625,43.96875,44.0,24.462612,63500,44.33125,44.388888888888886,44.2171875,44.676875,,44.27538410798609,44.33405614267438,44.43860261902188,-0.07703282714852833,-0.08803765846333012,0.011004831314801788,42.57929126342541,74.91528621513366,0.3369303140974899,0.09273612779405123,1355800.0,101415.0,,,44.2171875,44.9447790003953,43.4895959996047
1993-05-17,44.125,44.15625,43.9375,44.15625,24.549482,34000,44.275,44.354166666666664,44.1875,44.665,,44.25155728638887,44.3178919478858,44.427529967295534,-0.0817473196880627,-0.08677959070827664,0.005032271020213933,45.970263503582004,72.24220982534628,0.3284888630905264,0.09333401363363797,1389800.0,95265.0,,,44.1875,44.87065011450448,43.50434988549552
1993-05-18,44.1875,44.21875,43.96875,44.125,24.532122,105200,44.175,44.302083333333336,44.1671875,44.6325,,44.2262458291111,44.300356316259816,44.41566604700944,-0.0870022945302793,-0.08682413147267717,-0.00017816305760212647,45.392888229366356,72.71858635507644,0.32288251572691734,0.09198922643977522,1284600.0,86550.0,,,44.1671875,44.83119243171529,43.50318256828471
1993-05-19,44.125,45.03125,43.84375,45.03125,25.035957,50200,44.26875,44.36805555555556,44.19375,44.62125,,44.387246663288884,44.36680119659983,44.43980659418554,-0.017834513628542936,-0.07302620790385032,0.05519169427530739,60.77782059791588,71.90114003072989,0.38464090746070895,0.11789682209816262,1334800.0,85665.0,,43.84375,44.19375,44.94991979783513,43.437580202164874
1993-05-20,45.03125,45.15625,44.9375,45.15625,25.105461,98200,44.49375,44.458333333333336,44.2546875,44.610625,,44.54104733063111,44.43856926963621,44.4679024140214,0.0465315199967975,-0.04911466232372076,0.09564618232051826,62.35332522724656,72.19421658416613,0.3727915569278012,0.10701510040035075,1433000.0,85690.0,,,44.2546875,45.11338789311258,43.395987106887425
1993-05-21,45.1875,45.25,44.71875,44.75,24.879583,221400,44.64375,44.49305555555556,44.3046875,44.594375,,44.58283786450489,44.46688115421474,44.478965064451934,0.06402306748107378,-0.026487116362761857,0.09051018384383563,54.66758199762648,57.74854012635585,0.38411001714724397,0.11158234640111102,1211600.0,91460.0,,,44.3046875,45.15607834158316,43.45329665841684
1993-05-24,44.84375,45.09375,44.84375,44.9375,24.983835,30500,44.8,44.52777777777778,44.38125,44.59125,,44.65377029160391,44.50966468564976,44.49694682663029,0.0919549287011634,-0.002798707349976807,0.0947536360511402,57.284580701730626,53.41348170926831,0.3812271587795837,0.10676534550388175,1242100.0,89855.0,,,44.38125,45.165186171542516,43.59731382845749
1993-05-25,45.125,45.125,45.03125,45.03125,25.035957,191800,44.98125,44.579861111111114,44.4390625,44.585625,,44.729266233283134,44.55708153240887,44.517899892252636,0.12026957861773724,0.021814949843566005,0.09845462877417123,58.572354435174866,56.61309445906838,0.367389504581042,0.10136366829950608,1433900.0,91605.0,,,44.4390625,45.236229306736995,43.641895693263
1993-05-26,45.15625,45.625,45.125,45.59375,25.34868,102400,45.09375,44.75347222222222,44.5296875,44.59125,,44.90216298662651,44.6513241203717,44.56009009255646,0.18595462252825,0.054642884380502806,0.13131173814774721,65.32673545248761,62.54282616029022,0.3835581113966819,0.10777436068949972,1536300.0,92430.0,,,44.5296875,45.41878331324606,43.64059168675394
1993-05-27,45.65625,45.65625,45.375,45.4375,25.261808,53800,45.15,44.91319444444444,44.603125,44.599375,,45.00923038930121,44.72279465488336,44.59449832422091,0.22283373530681416,0.08828105456576509,0.1345526807410491,62.288740581652384,67.48677862849848,0.3762503891540618,0.1091083304894867,1482500.0,90870.0,,,44.603125,45.538561325155875,43.66768867484412
