Date,Open,High,Low,Close,Volume,RSI_14,MFI_14,MACD,MACD_Signal,MACD_Histogram,MA20,MA50,MA200
2015-11-11,53.7,54.2,53.46,53.65,36516260,66.15448572915233,59.05962705951571,1.6797062540165086,1.6835557357172009,-0.0038494817006922144,51.916999999999994,,
2015-11-12,53.48,53.979,53.19,53.32,35361096,63.028631078924214,45.76943155424023,1.558826213978925,1.6586098313695459,-0.0997836173906208,52.2325,,
2015-11-13,53.07,53.29,52.53,52.84,36848176,58.6850406010989,36.200986386200256,1.4080646303143993,1.6085007911585167,-0.20043616084411742,52.499,,
2015-11-16,53.08,53.89,52.85,53.765,32165198,63.85455503015797,33.85782131191203,1.3476894336505651,1.5563385196569266,-0.20864908600636145,52.80625,,
2015-11-17,53.17,53.53,52.85,52.97,31551256,57.226998113381185,34.91112802893089,1.2216098415788963,1.4893927840413208,-0.2677829424624245,53.066250000000004,,
2015-11-18,53.0,53.98,52.98,53.85,29710030,61.93645710325479,40.81729595236935,1.1791074849235628,1.4273357242177693,-0.24822823929420657,53.39874999999999,,
2015-11-19,53.99,54.66,53.781,53.94,28149228,62.39251512458955,48.12968577851321,1.1395502825876278,1.3697786358917412,-0.2302283533041134,53.69425,,
2015-11-20,54.25,54.3,53.265,54.19,37147608,63.69380429733985,47.41227674170491,1.1155148644316952,1.318925881599732,-0.20341101716803678,53.76025,,
2015-11-23,54.25,54.46,53.75,54.19,28235918,63.69380429733985,46.52393040025309,1.0839712762533225,1.2719349605304502,-0.18796368427712773,53.75725,,
2015-11-24,53.92,54.44,53.58,54.25,24600044,64.04014068210613,39.83831717882864,1.0516910145608307,1.2278861713365263,-0.17619515677569564,53.78525,,
2015-11-25,54.09,54.23,53.69,53.69,21005148,58.437056268349735,40.76733332887374,0.9697427637811131,1.1762574898254436,-0.20651472604433052,53.77075,,
2015-11-27,53.8,54.08,53.79,53.93,9009132,60.05028686880591,37.47257881719799,0.9136323933550585,1.1237324705313667,-0.2101000771763082,53.79925000000001,,
2015-11-30,54.54,54.96,54.0,54.35,56241416,62.77340334509933,47.84447104712593,0.8927637852622254,1.0775387334775384,-0.18477494821531293,53.88475,,
2015-12-01,54.41,55.23,54.3,55.22,39952780,67.68685245234538,58.50063712899951,0.9356414993175548,1.0491592866455417,-0.1135177873279869,53.98375,,
2015-12-02,55.32,55.96,55.06,55.21,47274880,67.57644613922245,59.60248116392255,0.9577748479441865,1.0308823989052707,-0.07310755096108412,54.03675,,
2015-12-03,55.49,55.77,53.93,54.2,38627836,57.3938005238013,59.07959882738476,0.8836311769485903,1.0014321545139346,-0.11780097756534436,54.02675000000001,,
2015-12-04,54.12,56.23,54.1,55.91,43963664,66.57660375939278,67.5324427563406,0.9518817916734221,0.9915220819458322,-0.03964029027241012,54.10325,,
2015-12-07,55.79,55.97,55.29,55.81,30709764,65.68502963566497,67.51881217820019,0.9865296317948946,0.9905235919156448,-0.003993960120750151,54.147749999999995,,
2015-12-08,55.47,56.1,54.99,55.79,32878026,65.49611481245319,67.11460198644242,1.0008374309579224,0.9925863597241004,0.008251071233822072,54.22925,,
2015-12-09,55.37,55.87,54.51,54.98,36373208,58.195958370403936,59.91638934988691,0.9360263057328524,0.9812743489258509,-0.045248043192998466,54.30275,,
2015-12-10,55.39,55.655,55.01,55.27,31775826,59.91845638314405,60.274259004794075,0.897715295306007,0.9645625382018821,-0.06684724289587507,54.38375,,
2015-12-11,54.71,55.1,54.01,54.06,39549496,50.55790224150451,59.93536302077935,0.7609449561361856,0.9238390217887429,-0.16289406565255726,54.42075,,
2015-12-14,54.33,55.21,53.68,55.14,47006492,57.01297835668427,61.45889394266735,0.7312708162608388,0.8853253806831621,-0.15405456442232335,54.53575000000001,,
2015-12-15,55.66,55.9,55.09,55.2,39843000,57.346155224481976,67.36090692235172,0.7044746005036799,0.8491552246472658,-0.14468062414358585,54.6075,,
2015-12-16,55.54,56.245,54.76,56.13,37503300,62.232380427062175,72.30213624100176,0.7496402479816453,0.8292522293141418,-0.07961198133249647,54.765499999999996,,
2015-12-17,56.36,56.79,55.535,55.7,41280908,58.87415260804396,73.93099900655481,0.7421815359147388,0.8118380906342613,-0.06965655471952248,54.858000000000004,,
2015-12-18,55.77,56.0,54.03,54.13,84684160,48.56871897705853,60.98397949980269,0.6026377411510353,0.7699980207376161,-0.16736027958658084,54.86749999999999,,
2015-12-21,54.88,55.35,54.226,54.83,37246324,52.55624666544987,60.800268644882586,0.5422813464939935,0.7244546858888916,-0.1821733393948981,54.8995,,
2015-12-22,54.99,55.48,54.5,55.35,28322240,55.327081765612455,59.47922134949107,0.530295209979279,0.6856227907069691,-0.15532758072769004,54.957499999999996,,
2015-12-23,55.7,55.88,55.44,55.82,27279832,57.73002143180737,65.54955979485831,0.5523539895192684,0.658969030469429,-0.10661504095016061,55.03599999999999,,
2015-12-24,55.86,55.96,55.43,55.67,9570002,56.6821146008821,61.439623541896644,0.551376064776882,0.6374504373309196,-0.0860743725540376,55.135000000000005,53.560900000000004,
2015-12-28,55.35,55.95,54.98,55.95,22458292,58.20713127137087,56.425349899313794,0.5666625788416582,0.6232928656330674,-0.056630286791409246,55.236000000000004,53.73969999999999,
2015-12-29,56.29,56.85,56.06,56.55,27731404,61.347380897664635,62.50596627151891,0.6200447470822468,0.6226432419229033,-0.002598494840656551,55.346000000000004,53.920500000000004,
2015-12-30,56.47,56.78,56.287,56.31,21704504,59.423986066115724,64.28301760251819,0.6356570470190874,0.6252460029421402,0.010411044076947262,55.4005,54.094300000000004,
2015-12-31,56.04,56.19,55.42,55.48,27334060,53.21067981828444,58.37322718374063,0.5744341247813551,0.6150836273099831,-0.04064950252862798,55.414,54.24850000000001,
2016-01-04,54.32,54.8,53.39,54.8,53777964,48.71647993725092,56.763875025036185,0.4656761757371868,0.5852021369954239,-0.11952596125823711,55.444,54.4005,
2016-01-05,54.93,55.39,54.54,55.05,34079672,50.37592093645325,55.6598384783817,0.3951031253380606,0.5471823346639513,-0.1520792093258907,55.400999999999996,54.5409,
2016-01-06,54.32,54.4,53.64,54.05,39518864,44.21309899639595,47.688062083875266,0.25553616989329697,0.48885310170982044,-0.23331693181652347,55.313,54.564499999999995,
2016-01-07,52.7,53.485,52.07,52.17,56564852,35.436115811387566,38.74170526163124,-0.006694762946828803,0.3897435287784906,-0.3964382917253194,55.132000000000005,54.5229,
2016-01-08,52.37,53.28,52.15,52.33,48753968,36.58983472304525,39.286203556389935,-0.1993065221469621,0.2719335185934001,-0.4712400407403622,54.9995,54.49570000000001,
2016-01-11,52.51,52.85,51.46,52.3,36943756,36.45828421084649,43.43529601953549,-0.3503350340884097,0.14747980805703814,-0.49781484214544786,54.851,54.4621,
2016-01-12,52.76,53.1,52.06,52.78,36095540,40.16502225512229,43.122522027139325,-0.42637919547743053,0.03270800735014441,-0.4590872028275749,54.787,54.450500000000005,
2016-01-13,53.8,54.07,51.304,51.64,66883572,34.950289751478564,34.37794273514197,-0.572039103169935,-0.08824141475387148,-0.4837976884160635,54.612,54.4305,
2016-01-14,52.0,53.416,51.57,53.11,52381920,44.88685686683327,37.219002612434984,-0.5623761920666865,-0.18306837021643452,-0.379307821850252,54.50749999999999,54.4279,
2016-01-15,51.31,51.97,50.34,50.99,71820696,36.279729113991586,33.546408408157745,-0.7175134988425853,-0.2899573959416647,-0.4275561029009206,54.2505,54.36469999999999,
2016-01-19,51.48,51.68,50.06,50.56,43564536,34.82124847076537,32.56080065876931,-0.8651850241075465,-0.4050029215748411,-0.4601821025327054,53.9935,54.2879,
2016-01-20,49.98,51.38,49.1,50.79,63272992,36.29642669011118,26.466218200373547,-0.9526748513195997,-0.5145373075237929,-0.4381375437958068,53.826499999999996,54.216100000000004,
2016-01-21,51.0,51.58,50.3,50.48,40191156,35.141955962945474,31.652477974960348,-1.0350936635077375,-0.6186485787205819,-0.4164450847871556,53.608999999999995,54.1273,
2016-01-22,51.41,52.33,51.26,52.29,37555788,45.95143546215975,36.74917014221832,-0.9434834033872548,-0.6836155436539165,-0.25986785973333826,53.456,54.08990000000001,
2016-01-25,51.94,52.65,51.65,51.79,34707716,43.780734060034085,43.170767116422546,-0.9008430753340235,-0.7270610499899379,-0.1737820253440856,53.25449999999999,54.0555,
2016-01-26,51.79,52.44,51.55,52.17,28900820,45.87344695510585,42.55520783667666,-0.8268560026389409,-0.7470200405197386,-0.0798359621192023,53.07950000000001,54.0259,
2016-01-27,52.01,52.2,51.02,51.22,36775192,41.694840344824186,42.85905459473067,-0.8352495382466216,-0.7646659400651152,-0.07058359818150639,52.842999999999996,53.983900000000006,
2016-01-28,51.86,52.21,51.25,52.055,62513788,46.3229761505598,52.01033964040933,-0.7656974702669217,-0.7648722461054765,-0.0008252241614451483,52.61825,53.968199999999996,
2016-01-29,54.73,55.09,54.0,55.09,83611688,59.04738571768797,54.67947229884375,-0.4603709501088389,-0.703971986906149,0.24360103679731016,52.557249999999996,53.9947,
2016-02-01,54.88,55.09,54.495,54.71,44208544,57.218464513538265,60.54794979253821,-0.24622201323160908,-0.612421992171241,0.36619997893963196,52.51875,54.0295,
2016-02-02,54.17,54.26,52.65,53.0,56313752,49.750698518760665,53.75075114122298,-0.21204581467274153,-0.5323467566715412,0.32030094199879966,52.42875,54.0125,
2016-02-03,53.25,53.39,51.26,52.16,57559816,46.53758407455009,54.460048387358135,-0.2498616612186666,-0.47584973758096627,0.22598807636229967,52.28425,53.97689999999999,
2016-02-04,52.1,52.81,51.37,52.0,46987124,45.92911229164422,47.45480044781668,-0.2894055676438967,-0.4385609035935524,0.1491553359496557,52.18175,53.933099999999996,
2016-02-05,51.94,52.0,49.56,50.16,62008992,39.528399208413255,48.150489182745766,-0.4638698183457777,-0.44362268654399745,-0.020247131801780227,52.08125,53.8525,
2016-02-08,49.55,49.57,48.19,49.41,59290496,37.249679182891626,47.24653410023335,-0.6551011279458763,-0.4859183748243732,-0.16918275312150305,51.935249999999996,53.7557,
2016-02-09,49.02,50.24,48.67,49.28,46740472,36.853106661639416,54.76612272664391,-0.807831058510672,-0.5503009115616331,-0.257530146949039,51.78425,53.6675,
2016-02-10,49.89,50.39,49.52,49.71,38236952,39.160366249152176,54.59804779492159,-0.8839832142692927,-0.617037372103165,-0.2669458421661277,51.63075,53.583099999999995,
2016-02-11,48.68,50.11,48.51,49.69,48878572,39.08882717200046,48.56845446088113,-0.9351681429773961,-0.6806635262780112,-0.25450461669938496,51.533249999999995,53.4899,
2016-02-12,50.25,50.68,49.75,50.5,34243324,43.583925146662764,48.45138646981464,-0.8999977236691947,-0.724530365756248,-0.17546735791294676,51.402750000000005,53.3955,
2016-02-16,50.9,51.09,50.13,51.09,37291208,46.671068243983825,48.994953263947025,-0.815120640465679,-0.7426484206981342,-0.07247221976754481,51.40775,53.313100000000006,
2016-02-17,51.49,52.77,51.45,52.42,40788968,52.924687270707985,54.42065262153446,-0.6332355109989294,-0.7207658387582933,0.08753032775936387,51.50075,53.2775,
2016-02-18,52.33,52.95,52.1,52.19,27176036,51.793576046529125,52.07556946979462,-0.50186413593525,-0.6769854981936846,0.17512136225843455,51.57075,53.203100000000006,
2016-02-19,51.97,52.28,51.53,51.82,33559072,49.944342008061106,42.528449642476254,-0.4227342650342436,-0.6261352515617964,0.20340098652755279,51.637750000000004,53.1233,
2016-02-22,52.28,53.0,52.28,52.65,25008292,53.91899295000688,40.504249748106616,-0.2897096167210975,-0.5588501245936567,0.26914050787255916,51.65575,53.060500000000005,
2016-02-23,52.34,52.37,50.98,51.18,28895274,46.82703140322432,42.557869381993484,-0.2994514493336453,-0.5069703895416544,0.2075189402080091,51.625249999999994,52.9845,
2016-02-24,50.69,51.5,50.2,51.36,33014456,47.73357203416406,44.53370197594192,-0.28931241278410624,-0.4634387941901448,0.17412638140603853,51.58475,52.9063,
2016-02-25,51.73,52.1,50.61,52.1,26939468,51.40183244392136,51.30694887861598,-0.2190403765953448,-0.4145591106711848,0.19551873407583997,51.628750000000004,52.8671,
2016-02-26,52.6,52.68,51.1,51.3,35975924,47.51900882770965,60.90768154460888,-0.22530541517570413,-0.3767083715720887,0.15140295639638457,51.590999999999994,52.790299999999995,
2016-02-29,51.35,51.65,50.66,50.88,31654036,45.57267397673369,64.0687452370424,-0.26115061161130626,-0.3535968195799322,0.09244620796862596,51.3805,52.703900000000004,
2016-03-01,50.97,52.59,50.92,52.58,33024536,53.81799040872947,63.195815820267896,-0.15064584401400083,-0.31300662446674593,0.1623607804527451,51.274,52.6329,
2016-03-02,52.41,52.96,52.155,52.95,29289884,55.40159637312455,62.6366814127487,-0.032835603372078026,-0.25697242024781236,0.22413681687573433,51.27149999999999,52.5779,
2016-03-03,52.97,52.97,51.78,52.35,24427812,52.27139279492734,65.75978869729683,0.011976814263292113,-0.20318257334559148,0.2151593876088836,51.28099999999999,52.5423,
2016-03-04,52.4,52.45,51.71,52.03,33034150,50.62842836188485,58.21360541409159,0.021422704840716733,-0.15826151770832986,0.1796842225490466,51.282500000000006,52.4863,
2016-03-07,51.56,51.8,50.58,51.03,38428816,45.785311303151886,49.75463452134026,-0.05119288179908921,-0.13684779052648174,0.08565490872739254,51.326,52.39990000000001,
2016-03-08,50.8,52.13,50.595,51.65,33835120,49.04018919160923,48.88630032579387,-0.058043351311191316,-0.12108690268342366,0.06304355137223235,51.438,52.3165,
2016-03-09,51.89,52.85,51.855,52.84,28251588,54.66596086626728,49.02060949474114,0.032179709342422314,-0.09043358027825447,0.12261328962067679,51.616,52.259899999999995,
2016-03-10,52.93,52.94,51.16,52.05,38387804,50.66702436873034,48.46782352543043,0.03948062912125749,-0.06445073839835208,0.10393136751960957,51.733000000000004,52.181900000000006,
2016-03-11,53.0,53.07,52.38,53.07,32275676,55.221656531546365,49.33197452835856,0.12611832263321787,-0.02633692619203809,0.15245524882525596,51.902,52.1123,
2016-03-14,52.71,53.59,52.63,53.17,24083616,55.65392710779749,55.34735206318507,0.2005368195712549,0.019037822960620513,0.1814989966106344,52.0355,52.049499999999995,
2016-03-15,52.75,53.59,52.74,53.59,21104764,57.50923575200435,61.744838614206444,0.29006086338799975,0.07324243104609636,0.2168184323419034,52.1605,52.0117,
2016-03-16,53.45,54.6,53.4,54.35,31691742,60.71230642171268,62.29115557306837,0.4175220274793219,0.14209835033274149,0.2754236771465804,52.257000000000005,52.0027,
2016-03-17,54.21,55.0,54.0,54.66,28223948,61.97156022359667,61.7531619263819,0.537356021824607,0.2211498846311146,0.31620613719349233,52.380500000000005,51.9949,
2016-03-18,54.92,54.97,53.445,53.49,67625520,54.82867984214256,56.62045066007778,0.5317860057495452,0.28327710885480073,0.24850889689474442,52.464,51.9837,
2016-03-21,53.25,53.93,52.93,53.86,23925716,56.53485126197265,50.49750816969299,0.5508774631750697,0.33679717971885453,0.21408028345621516,52.5245,52.0175,
2016-03-22,53.61,54.25,53.46,54.07,23124144,57.515674752546694,49.87956290948,0.5763094886432185,0.3846996415037273,0.1916098471394912,52.669,52.052299999999995,
2016-03-23,54.11,54.24,53.74,53.97,20129016,56.857707285769834,54.90421453433501,0.5816900272448393,0.4240977186519498,0.15759230859288953,52.7995,52.0857,
2016-03-24,53.84,54.33,53.73,54.21,19949972,58.096682266071355,61.153562322697,0.5984219019071375,0.45896255530298735,0.13945934660415016,52.90500000000001,52.1143,
2016-03-28,54.21,54.29,53.33,53.54,17025050,53.4793250244653,64.09428315765467,0.5512640042561472,0.4774228450936194,0.07384115916252781,53.016999999999996,52.152300000000004,
2016-03-29,53.66,54.86,53.45,54.71,23924328,59.52839144738231,63.35445466292758,0.6013680559055885,0.5022118872560132,0.09915616864957533,53.2085,52.1843,
2016-03-30,54.93,55.64,54.9,55.05,23008260,61.11090669249266,62.98499647235781,0.6608926769311552,0.5339480451910417,0.1269446317401135,53.33200000000001,52.2655,
2016-03-31,54.95,55.59,54.86,55.23,26360496,61.958969430969766,71.68918419706749,0.7143562099063843,0.5700296781341102,0.14432653177227406,53.446000000000005,52.358900000000006,
2016-04-01,55.05,55.61,54.57,55.57,24399192,63.574790682008626,71.19056129194328,0.7752252889051334,0.6110688002883149,0.16415648861681853,53.60699999999999,52.454499999999996,
2016-04-04,55.43,55.66,55.0,55.43,18928810,62.39947168348937,70.85795124534452,0.802912170868197,0.6494374744042913,0.15347469646390566,53.777,52.55349999999999,
2016-04-05,55.19,55.3,54.46,54.56,19272256,55.529281326491855,65.47633722814172,0.7460524667552946,0.668760472874492,0.07729199388080255,53.9535,52.59889999999999,
2016-04-06,54.36,55.2,54.21,55.12,21188682,58.68264342802615,64.49416813291246,0.7376746077864311,0.6825432998568799,0.05513130792955123,54.126999999999995,52.665499999999994,
2016-04-07,54.87,54.91,54.23,54.46,19225092,53.83731028929645,58.039998530746594,0.6700546372804936,0.6800455673416027,-0.009990930061109071,54.208000000000006,52.711299999999994,
2016-04-08,54.67,55.28,54.32,54.42,22167224,53.548731835244084,73.95125829185086,0.6062491944364652,0.6652862927605752,-0.05903709832410997,54.326499999999996,52.775299999999994,
2016-04-11,54.49,55.15,54.3,54.31,21414228,52.71195993104798,74.46024000478857,0.5405754236106688,0.6403441189305938,-0.09976869531992505,54.3885,52.8204,
2016-04-12,54.37,54.78,53.76,54.65,24944288,55.050033575976265,66.40969333286779,0.5100837179937514,0.6142920387432254,-0.10420832074947395,54.4625,52.8116,
2016-04-13,55.12,55.438,54.89,55.35,20817960,59.490859109120386,66.5375368604254,0.5362217410233114,0.5986779791992426,-0.062456238175931156,54.5505,52.8244,
2016-04-14,55.22,55.575,55.07,55.36,20877108,59.55233635790215,66.69060545605322,0.5513871808211306,0.5892198195236202,-0.03783263870248965,54.601,52.8716,
2016-04-15,55.3,55.92,55.11,55.65,28793752,61.382654119571654,73.28491374419178,0.5801192241861415,0.5873997004561246,-0.007280476269983072,54.6505,52.9414,
2016-04-18,55.49,56.59,55.21,56.46,23785950,66.00928692897695,73.3372636019629,0.6606344236979069,0.602046645104481,0.0585877785934259,54.799,53.03060000000001,
2016-04-19,56.63,56.77,55.68,56.39,29596828,65.28139029543341,73.93136027807893,0.7106034897119926,0.6237580140259834,0.0868454756860092,54.9255,53.155199999999994,
2016-04-20,56.29,56.5,55.485,55.59,36195712,57.48022058284899,63.70405096941878,0.6778373335724694,0.6345738779352806,0.04326345563718881,55.00150000000001,53.278800000000004,
2016-04-21,55.8,56.23,55.415,55.78,38909096,58.741276700821295,53.92528887954291,0.6595978968982337,0.6395786817278712,0.020019215170362425,55.092000000000006,53.4088,
2016-04-22,51.91,52.43,50.77,51.78,126834088,35.123719217957415,37.63508968736314,0.3187026357215643,0.57540347252661,-0.25670083680504563,54.9705,53.4502,
2016-04-25,51.78,52.13,51.63,52.11,33226948,37.36127136723143,43.45520286808122,0.07431230134415756,0.4751852382901195,-0.40087293694596193,54.899,53.4986,
2016-04-26,52.26,52.35,51.09,51.44,33532636,34.741399357848294,38.01230452621889,-0.17145576463637013,0.34585703770482157,-0.5173128023411917,54.7355,53.517399999999995,
2016-04-27,51.48,51.5,50.55,50.94,43369256,32.88797265322221,36.37801844558788,-0.40194122072212224,0.1962973860194328,-0.598238606741555,54.53000000000001,53.514399999999995,
2016-04-28,50.62,50.77,49.56,49.9,43134848,29.377316831826434,30.818843389443487,-0.6609034302397703,0.024857222767592196,-0.6857606530073624,54.2635,53.464,
2016-04-29,49.35,50.25,49.35,49.87,48411684,29.280221553994465,29.508989002898588,-0.8586555496027088,-0.15184533170646802,-0.7068102178962408,53.97850000000001,53.41759999999999,
2016-05-02,50.0,50.75,49.78,50.61,33114540,34.988091214308554,34.84197723360967,-0.9447729587947222,-0.3104308571241189,-0.6343421016706033,53.7375,53.3934,
2016-05-03,50.34,50.41,49.6,49.78,26460244,31.88007323546219,30.77406583000905,-1.0676880462381035,-0.46188229494691585,-0.6058057512911876,53.4985,53.336000000000006,
2016-05-04,49.84,50.06,49.46,49.87,24257556,32.57943958307368,26.84087019210793,-1.144642168352,-0.5984342696279328,-0.5462078987240673,53.236000000000004,53.3098,
2016-05-05,49.87,50.3,49.73,49.94,25390718,33.1542761709499,26.01994382077099,-1.1863054586879258,-0.7160085074399314,-0.4702969512479944,53.010000000000005,53.281400000000005,
2016-05-06,49.92,50.39,49.66,50.39,24787300,36.88006101872188,25.79047662766729,-1.1695310513022505,-0.8067130162123952,-0.36281803508985533,52.8085,53.2472,
2016-05-09,50.49,50.585,50.0,50.07,17951598,35.37031058487693,23.807415083594023,-1.1685877856718605,-0.8790879701042884,-0.2894998155675721,52.596500000000006,53.2226,
2016-05-10,50.33,51.1,50.19,51.02,22890966,42.85006872342741,28.735015758800785,-1.0787480443868276,-0.9190199849607963,-0.1597280594260313,52.415,53.2254,
2016-05-11,51.13,51.78,51.0,51.05,24039140,43.07412007663928,34.341121915703,-0.9936741952958528,-0.9339508270278076,-0.05972336826804514,52.2,53.194799999999994,
2016-05-12,51.2,51.81,50.92,51.51,24102780,46.53527063963929,48.60011689896069,-0.8790018155773325,-0.9229610247377127,0.04395920916038021,52.00750000000001,53.166000000000004,
2016-05-13,51.44,51.895,51.04,51.08,22592342,43.851237343502305,41.66399751216248,-0.8134436626288917,-0.9010575523159485,0.08761388968705686,51.778999999999996,53.140600000000006,
2016-05-16,50.8,51.96,50.75,51.83,20032016,49.33970216507455,48.208046773957975,-0.6929813643060001,-0.8594423147139589,0.16646095040795883,51.5475,53.1366,
2016-05-17,51.72,51.73,50.36,50.51,27803514,41.627350626994776,50.18720323791795,-0.6960039925224635,-0.82675465027566,0.1307506577531965,51.253499999999995,53.1262,
2016-05-18,50.48,51.14,50.3,50.81,24907532,43.778281325670136,52.61428172714966,-0.6665088551704414,-0.7947054912546163,0.12819663608417486,51.0145,53.10940000000001,
2016-05-19,50.47,50.62,49.82,50.32,23842358,41.1135034852611,56.30314633879703,-0.6748929059040876,-0.7707429741845107,0.09585006828042308,50.7415,53.059,
2016-05-20,50.48,51.22,50.4,50.62,23905768,43.38566182761987,55.12333598092105,-0.6498388954429402,-0.7465621584361966,0.0967232629932564,50.683499999999995,53.0304,
2016-05-23,50.6,50.68,49.98,50.03,26118720,40.107963858949105,55.15348918113797,-0.6698696405751718,-0.7312236548639917,0.061354014288819814,50.5795,52.9696,
2016-05-24,50.7,51.71,50.4,51.59,34757944,50.710994787992746,63.56149457156155,-0.5534849578089691,-0.6956759154529871,0.142190957644018,50.587,52.938,
2016-05-25,51.92,52.49,51.79,52.12,24204566,53.70939604940623,63.54597446482085,-0.41371365412821604,-0.639283463188033,0.22556980905981694,50.646,52.9086,
2016-05-26,51.93,51.979,51.36,51.89,24335224,52.22465096923904,56.355887648208984,-0.3178391152999609,-0.5749945936104186,0.2571554783104577,50.7455,52.859399999999994,
2016-05-27,51.92,52.32,51.77,52.32,17721438,54.743531615158105,56.411995665222655,-0.2047996433940682,-0.5009556035671485,0.2961559601730803,50.867999999999995,52.8126,
2016-05-31,52.26,53.0,52.08,53.0,37653080,58.47231049592049,58.3723037866989,-0.05965704126386839,-0.4126958911064925,0.3530388498426241,50.9875,52.8028,
2016-06-01,52.44,52.95,52.44,52.85,25324828,57.34981395152008,58.60595261730819,0.042772713012084296,-0.3216021702827772,0.3643748832948615,51.141,52.782599999999995,
2016-06-02,52.64,52.74,51.835,52.48,22840780,54.567147466102384,51.98605110262472,0.0930208371540715,-0.2386775687954075,0.33169840594947897,51.27149999999999,52.7508,
2016-06-03,52.38,52.42,51.6,51.79,23368292,49.721971702431404,51.83390259974846,0.07628622402139484,-0.17568481023204702,0.25197103425344186,51.364,52.70719999999999,
2016-06-06,51.99,52.35,51.89,52.13,18243272,51.984401644209434,51.62075428973296,0.08942820833031107,-0.1226622065195754,0.21209041484988647,51.451,52.6656,
2016-06-07,52.24,52.73,52.1,52.1,20866770,51.763069777564596,58.616322915294745,0.09631234750874995,-0.07886729571391034,0.17517964322266028,51.552499999999995,52.636799999999994,
2016-06-08,52.02,52.44,51.87,52.04,21149438,51.29269814614594,59.148515131766416,0.09582200244901173,-0.04392943608132592,0.13975143853033767,51.6035,52.58339999999999,
2016-06-09,52.0,52.0,51.49,51.62,20305664,48.004303068415695,59.64476114499805,0.06084156683299824,-0.02297523549846109,0.08381680233145933,51.632000000000005,52.51480000000001,
2016-06-10,51.05,52.05,51.04,51.48,25833152,46.924385838276635,52.43138576094455,0.02157380027534117,-0.014065428343700635,0.035639228619041806,51.630500000000005,52.439800000000005,
2016-06-13,49.58,50.715,49.06,50.14,83217840,38.09154614247749,45.199941790244665,-0.11633198606214279,-0.03451873988738907,-0.08181324617475372,51.5835,52.331199999999995,
2016-06-14,49.9,50.1,49.57,49.83,42577104,36.3851963902756,35.97742994417035,-0.24778145414921227,-0.07717128273975371,-0.17061017140945856,51.48349999999999,52.2192,
2016-06-15,49.78,50.12,49.69,49.69,33757640,35.609387098855024,31.880322446254425,-0.35911330003908404,-0.13355968619961978,-0.22555361383946426,51.442499999999995,52.1218,
2016-06-16,49.52,50.47,49.507,50.39,31188604,42.24080055367407,39.20368598917384,-0.3864061901232958,-0.18412898698435498,-0.20227720313894082,51.4215,52.0272,
